aid_data_record_id,aid_data_parent_id,title,completion_year,name,description
71137,1868,"China Eximbank provides $178.9 million preferential buyer’s credit for Phase 2 of the 400MW Dushanbe CHP-2 Construction Project (Linked to Project ID#46211, #54106, #71101, #91801)",2016,Tajikistan,"On July 4, 2009, the Export-Import Bank of China (China Eximbank) and China Development Bank (CDB) signed $30 million loan agreement with the Ministry of Energy and Industry of Tajikistan for Phase 1 of the 400MW Dushanbe CHP-2 Construction Project. Project ID#54106 captures the $15 million contribution from China Eximbank and Project ID#71101 captures the $15 million contribution from CDB. The borrowing terms of the loan are unknown.   Then, in 2012, TBEA Dushanbe Mining Company LLC (特变电工杜尚别矿业有限 or 特变电工杜尚别矿业有限公司 or ТВЕА Душанбе горная промышленность) — a special purpose vehicle and wholly-owned subsidiary of TBEA — signed a $179 million loan agreement with China Eximbank for the Phase 1 of the 400MW Dushanbe CHP-2 Construction Project (captured via Project ID#91801). The borrowing terms of the loan are unknown. However, it is known that the loan was part of a trilateral ‘resources-for-infrastructure’ agreement between the Tajik Ministry of Energy, TBEA, and TBEA Dushanbe Mining Company LLC. Under the terms of the ‘resources-for-infrastructure’ agreement, TBEA Dushanbe Mining Company LLC agreed to ‘front’ $179 million for the construction of Phase 1 by borrowing directly from China Eximbank, and, in turn, the Tajik Government agreed to grant TBEA exclusive rights to explore and develop gold deposits at the Eastern Duoba mine and the Upper Kumarg mine (until TBEA could recoup its investment). The Tajik Government also reportedly agreed to give TBEA the rights to further mining deposits (at an unidentified location) if the profit made from the gold deposits at the Eastern Duoba mine and the Upper Kumarg mine did not cover the cost of Phase 1 of the 400MW Dushanbe CHP-2 Construction Project. Also, as part of the ‘resources-for-infrastructure’ agreement, TBEA was reportedly exempted from paying customs duties and value added tax (VAT) on imported equipment necessary for exploration and development of the deposits. The tax and customs exemptions were scheduled to cease once TBEA recouped its initial costs. However, the agreement allowed TBEA to continue to mine the gold deposits for profit after the expiration of the exemptions.   Then, on November 7, 2014, the the Government of Tajikistan and the Export-Import Bank of China signed two loan agreements — a RMB 929,977,078 government concessional loan (GCL) agreement [CHINA EXIMBANK GCL NO. (2014) 30 TOTAL NO. (553)] and a $178,969,220 preferential buyer’s credit (PBC) [CHINA EXIMBANK PBC NO. (2014) 40 TOTAL NO. (34)] for Phase 2 of the 400MW Dushanbe CHP-2 Construction Project. The GCL is captured via Project ID#46211 and the PBC is captured via Project ID#71137. Both of these loans were ratified by the Tajik Parliament on January 14, 2015. The GCL was contracted by the Ministry of Finance of the Republic of Tajikistan and it carried the following borrowing terms: a 25 year maturity, an 11 year grace period, and a 1.5% interest rate. The PBC carries a 20 year maturity, a 9 year grace period, and a 2% interest rate. The Government of Tajikistan contributed $17,443,400 of counterpart financing. In total, the Ministry of Finance of the Republic of Tajikistan contracted $331,058,220 of China Eximbank debt for Phase 2 of the 400MW Dushanbe CHP-2 Construction Project. The Government of Tajikistan used the proceeds of the GCL and the PBC to on-lend to Open Joint Stock Holding Company (OHSHC) “Barqi Tojik”. OHSHC “Barqi Tojik” was a state-owned enterprise in Tajikistan responsible for the generation, transmission, and distribution of electricity and thermal energy. The subsidiary GCL agreement (#TАJ 2014-028-2) was signed between Ministry of Finance of the Republic of Tajikistan and OHSHC “Barqi Tojik” on December 18, 2014. It carried an interest rate of 5% and a maturity of 25 years. Its final maturity date was set to August 21, 2039. The subsidiary PBC agreement (#TАJ 2014-028-1) was also signed between Ministry of Finance of the Republic of Tajikistan and OHSHC “Barqi Tojik” on December 18, 2014 and it carried an interest rate of 5% and a maturity of 20 years. Its final maturity date was set to June 21, 2034.   The PBC’s amount outstanding was TJS 808,004,000 as of December 31, 2016, TJS 1,343,913,000 as of December 31, 2017, TJS 1,436,962,000 as of December 31, 2018, TJS 1,476,217,000 as of December 31, 2019, and TJS 2,022,352,000 as of December 31, 2020. The GCL’s amount outstanding was TJS 1,054,408,000 as of December 31, 2016, TJS 1,259,654,000 as of December 31, 2017, TJS 1,274,255,000 as of December 31, 2018, TJS 1,288,762,000 as of December 31, 2019, and TJS 1,610,069,000 as of December 31, 2020.  Dushanbe 2 is a combined heat and power plant (CHP) — also known as the Dushanbe-2 Thermal Power Plant (TPS-2) — that provides heat and electricity for the residents of Dushanbe. It only operates in the winter. The 400MW Dushanbe CHP-2 Construction Project was designed and implemented in two phases. The power plant was to be fueled by coal, with the potential to switch to gas. Phase 1 (mainly constructed between 2012-2014) installed a capacity of 100 MW, while Phase 2 (constructed between 2014-2016) installed an additional capacity of 300 MW. TBEA was the general contractor responsible for implementation of both phases. Henan No 1 Thermal Power Construction Company was also involved in the implementation of Phase 1. Inner Mongolia Electric Power Survey and Design Institute Co., Ltd. was the contractor responsible for the design for Phase 2. Hydro Electric Power System Engineering Company was also involved in the implementation of Phase 2.   Phase 1 was originally scheduled to be completed and put into production before the celebration of the 20th anniversary of Tajik independence in 2011 (on September 9, 2011), and the second phase was scheduled to be completed in 2013. A formal groundbreaking ceremony for Phase 1 took place on September 8, 2009. However, construction did not begin until November 2012. Phase 1 was completed on September 13, 2014 and the first two (50MW) power generation units were put into operation on November 10, 2014. Phase 2 began on May 14, 2015 and was completed on December 8, 2016. According to President of Tajikistan Emomali Rahmon as relayed by TBEA, the power plant generates 9.6 million kWh power per day and 235 trillion Kcal heat, and it provides nearly 700 stable jobs to Tajiks. The electricity generated from the power plant is sold to Barki Tojik Open Stock Holding Power under a power purchase agreement. Through this project, 150 Tajik technicians went to China for training, and about 100 Tajik operators received professional know-how from Chinese experts. According to Xinhua, the completed power plant met 60 percent of the power demand and restarted the provision of central heating to more than 700,000 Dushanbe residents after 15 years of suspension. The completion of the power plant was declared to be a solution to Tajikistan's long-existing issue of power shortages during the winter.   However, it appears that the project’s second phase has encountered revenue generation and loan repayment problems. In 2018, the Government of Tajikistan reportedly granted a gold mining license to TBEA as ‘remuneration’ for Phase 2. Media reports indicate that TBEA agreed to work on the gold deposits as long as it takes to recoup the costs that it incurred during the construction of Phase 2. Several years later, in November 2021, TBEA Dushanbe Mining Company LLC reported that it had completed half of the work on the construction of the gold processing plant and ancillary facilities in Ayni district of the northern province of Sughd, Tajikistan. The purpose of these facilities is to support the development of the Kumarghi Bolo (Upper Kumargh) and Duobai Sharqi (Eastern Duoba) gold deposits. TBEA Dushanbe Mining Company LLC completed geological exploration works on the Upper Kumarg gold mine in October 2016.  There are also some indications that the China Eximbank loans for Phase 2 of the 400MW Dushanbe CHP-2 Construction Project may have underperformed vis-a-vis the original expectations of the lender. According to a 2021 IMF report, ‘[OHSHC “Barqi Tojik”] has significant arrears to the government on [foreign exchange] denominated loans. The government on-lends concessional [foreign exchange] loans […] from multilateral and bilateral agencies to [OHSHC “Barqi Tojik”] on non-concessional terms. These loans are denominated in [foreign exchange] and are intended to develop the energy infrastructure. However, these debts are not serviced fully, resulting in [foreign exchange] arrears to the government.’ A 2021 report by the International Energy Agency (IEA) elaborated on this point, explaining that ‘[a] high rate of uncollected payments for electricity use due to illegal connections, power theft and outdated metering infrastructure contribute to the worsening financial health of Barki Tojik.’ Then, in March 2023, the IMF published a report, which noted that ‘[I]n 2021 the SOE sector […] kept accumulating debt service losses, where within a year the amount of debt overdue payments […] increased from TJS 14 billion to TJS 17 billion (17.1 percent of GDP). Some 93 percent of accumulated overdue debt belongs to [OHSHC “Barqi Tojik”].’"
68650,NULL,"China Development Bank provides $75.9 million loan for 348MW Amgalan Thermal Power Plant Construction Project",2015,Mongolia,"On April 12, 2013, the Government of Mongolia’s Ministry of Energy and the Ministry of Economic Development signed a concession agreement with China Machinery Engineering Corporation (CMEC) for the 348MW Amgalan Thermal Power Plant Construction Project. China Development Bank subsequently issued a $75.9 million loan to a special purpose vehicle — called Amgalan Thermal Power Plant LLC (also known as “Амгалан дулааны станц” or “Дулааны IV цахилгаан станц”) — responsible for designing, financing, constructing and maintain the power plant. The borrowing terms of this loan are unknown. The purpose of the project was to construct a 348MW thermal power plant with heating capacity of 300Gcal/h — in the 8th khoroo of Bayanzurkh district.   CMEC was the contractor responsible for implementation. Construction began on August 21, 2013. The project had achieved an 88% completion rate as of December 2014. The power plant was ultimately put into operation on November 27, 2015. As early as September 2015, the power plant was reportedly helping to solve a heating problem for residents of eastern Ulaanbaatar and reduce air pollution in Ulaanbaatar during the winter. On February 19, 2020, via Resolution No. 71 of the Government of Mongolia, Amgalan Thermal Power Plant LLC became a 100% state-owned Mongolian company."
72302,1144,"China Eximbank provides $113.04 million preferential buyer’s credit for Ulaanbaatar-Mandalay Gobi Transmission Line Project (Linked to Project ID#49148)",2019,Mongolia,"On November 10, 2015, China Eximbank and the Government of Mongolia signed a general loan agreement regarding the utilization of a $1 billion preferential buyer's credit (PBC) for various projects (as captured via Project ID#49148). Under the terms of the general loan agreement, all subsidiary (individual) loan agreements for specific projects carry identical borrowing terms: a 20 year maturity, a 7 year grace period, a 2% interest rate, a 0% default (penalty) interest rate, a 0% management fee, and a 0.25% commitment fee. Then, on May 15, 2017, China Eximbank and the Government of Mongolia signed a $113,049,692 subsidiary loan (PBC) agreement [CHINA EXIMBANK PBC 2017 (18) TOTAL NO. (444)] for the Ulaanbaatar-Mandalay Gobi Transmission Line Project. The PBC agreement officially went into effect on September 21, 2017 (after the borrower met all conditions precedent). The proceeds of the PBC (loan) were to be used by the borrower to finance 95% of the cost of a $118,999,676 million EPC (commercial) contract between Mongolia’s Ministry of Energy and TBEA Co., Ltd., which was signed on July 5, 2016.   The purpose of the project was to construct a 330 kV transmission line — measuring 250km in length — between Ulaanbaatar and Mandalay Gobi (Mandalgobi) and evacuate power from the 330MW Tavan Tolgoi power station. It also involved the construction of a 220 kV substation in Mandalgobi. Upon completion, the transmission line was expected to supply Oyu Tolgoi, Tsagaansuvarga, Tavan Tolgoi and other mining deposits in the southern region with domestic energy (and reduce the use of foreign currency on energy imports).   TBEA Co., Ltd. was the contractor responsible for implementation. On June 21, 2017, a formal groundbreaking ceremony was held. The transmission line went into operation on October 7, 2019. The project was officially completed and handed over to the local authorities on October 18, 2019."
85836,NULL,"CDB provides loan for Ulaanbaatar No. 3 Power Plant Expansion and Reconstruction Project",2014,Mongolia,"In 2013, China Development Bank provided a loan for the Ulaanbaatar No. 3 Power Plant Expansion and Reconstruction Project. The face value and borrowing terms of the loan are unknown. The purpose of this project was to support a 50MW expansion of Thermal Power Plant No. 3  (TPP-3) in the city of Ulaanbaatar (exact locational coordinates: 47.895556, 106.865055).  Hunan Industrial Equipment Installation Company (湖南省工业设备安装公司) was the contractor responsible for implementation. The project commenced in July 2013 and it was officially completed at a June 16, 2014 completion ceremony."
86164,NULL,"SFECO provides $26.5 million supplier credit for 12MW Durgun Hydropower Project",2008,Mongolia,"On August 23, 2001, Shanghai Corporation for Foreign Economic and Technological Cooperation (SFECO) and the Government of Mongolia signed a $26.5 supplier’s credit agreement for the 12MW Durgun Hydropower Project. Bank of China provided the supplier's credit to SFECO, which then on-lent the funds to the Government of Mongolia. The borrowing terms of the supplier credit (loan) were as follows: 2% interest rate and 12.5 year maturity. However, the IMF characterized the loan as ‘nonconcessional’. At the time that the loan was contracted, the IMF noted that is was worth 2.2% of Mongolia’s GDP.   The purpose of the project was to construct a 12MW hydropower facility on the Chono Kharaih River in the Durgun soum (detailed locational coordinates: 48.3262, 92.808). Upon completion, the project was expected to generate an estimated 38,000 MWh of electricity per year and transmit the generated power to Bayan Ulgii, Khovd and Uvs provinces for commercial and residential purposes. The project was built in a narrow steep canyon of the Chono Kharaih River, 6km downstream from the Dalai-Kharus lakes. It consisted of a 230 meter long earth-filled dam and an adjacent 60 meter long concrete gravity dam incorporating the powerhouse, a low-level outlet spillway, and fishway. The powerhouse was designed to accommodate 3 generating units each consisting of a 4MW Kaplan turbine. The electricity generated by the power plant was to be dispatched to the grid (Myangad substation) by a 76 km,  110 kV transmission line. SFECO was the contractor responsible for implementation. Construction commenced on June 8, 2004 and ended on October 12, 2008. Commercial power generation began on January 7, 2009. The project was officially handed over to the local authorities January 28, 2010 handover ceremony."
88207,1144,"China Eximbank provides $49.12 million preferential buyer’s credit for Erdenet Thermal Power Plant 35 MW Generator Installation Project (Linked to Project ID#49148)",2021,Mongolia,"On November 10, 2015, China Eximbank and the Government of Mongolia signed a general loan agreement regarding the utilization of a $1 billion preferential buyer's credit (PBC) loan for various projects (captured via Umbrella Project ID#49148). Under the terms of the general loan agreement, all subsidiary (individual) loan agreements for specific projects carry identical borrowing terms: a 20-year maturity, a 7-year grace period, a 2% interest rate, a 0% default (penalty) interest rate, a 0% management fee, and a 0.25% commitment fee. Then, on April 9, 2018, China Eximbank and the Government of Mongolia signed a subsidiary PBC agreement [CHINA EXIMBANK PBC 2018 (13) TOTAL NO. (470)] worth $49,120,000 for the 35MW Erdenet Thermal Power Plant Expansion Project. The proceeds of the PBC were to be used by the borrower to finance 95% of the cost of a $51.8 million commercial (EPC) contract between Mongolia’s Ministry of Energy, China Energy Engineering Group Hunan Power Construction Co., Ltd, and Hunan Industrial Equipment Installation Co., Limited, which was signed on January 17, 2017.  The remaining 5% of the commercial contract cost was to be directly funded by the Government of Mongolia.   The purpose of the project was to expand the Erdenet Thermal Power Plant (Эрдэнэт ДЦС or Эрдэнэтская ТЭЦ or Эрдэнэтийн дулааны цахилгаан станцын) by installing a 35MW turbine generator with a CC-50 engine, refurbishing chemical and water purification facilities, constructing a water-cooling tower, and building a 110 kV overhead transmission line (measuring 3 km in length) and substation. This power plant is located in Erdenet, capital of Mongolia's northern province of Orkhon. Upon completion, this project was expected to increase the power plant's electricity production two-fold (from 36MW to 71MW).   A groundbreaking ceremony took place on March 22, 2019 and construction originally expected to conclude by the end of 2019. However, a project completion and power plant commissioning ceremony did not take place until September 3, 2021."
434,447,"CMEC provides $238 million supplier credit for 120MW Imboulou Hydropower Plant Project (Linked to Project ID#1049)",2012,Congo,"On March 25, 2003, China Machinery Engineering Corporation (CMEC) and the Republic of Congo signed a $238 million supplier's credit agreement for the 120MW Imboulou Hydropower Plant Project. This oil-backed loan reportedly carried the following terms: 20-year maturity, 5-year grace period, and a 0.2% interest rate. In order to finance its supplier credit agreement with the Republic of Congo, CMEC obtained an export seller’s credit from China Eximbank. The export seller’s credit from China Eximbank reportedly covered 85% of the $280 million commercial contract.   This project involved the construction of a 120 MW (4x30 MW) Imboulou hydroelectric power plant, which is located on the Léfini River near Ngabé in Ngabe District. CMEC was the contractor responsible for implementation. A formal groundbreaking ceremony took place on September 23, 2003. Construction began in November 2004 and the project reportedly employed 400 Chinese workers, 2,000 Congolese workers, and 20 German workers (from a company called Ingénieur Conseil Fichtner). On January 26, 2009, the project successfully achieved dam closure. Then, on January 27, 2010, the first power generating unit was put into operation. This project was provisionally accepted by the Republic of Congo on November 10, 2010. It was officially inaugurated on May 7, 2011. However, according to the Republic of Congo, it was not completed until May 22, 2012."
1049,447,"CMEC provides $551.5 million supplier's credit for Power Transmission Network Associated with the Imboulou Hydropower Plant Project (Linked to Project ID#434, #73614)",2012,Congo,"On December 19, 2005, CMEC and the Government of the Republic of Congo signed a supplier’s credit agreement worth $551,507,000 (or approximately worth CFA 321.7 billion) for the Power Transmission Network Associated with the Imboulou Hydropower Plant Project. It carried the following terms: a 17-year maturity, 5-year grace period, a 0.2% interest rate, and a 0.25% default (penalty) interest rate. The borrower was originally expected to make 24 semi-annual repayments between 2011 and 2022. The proceeds of the supplier’s credit were to be used by the borrower to finance 85% of the cost of its $648,832,000 commercial contract with CMEC. The Republic of Congo agreed to cover the remaining 15% of the commercial contract cost ($97,325,000) itself.   Over the lifetime of the supplier’s credit, the Republic of Congo agreed to repay $557,849,330.50 in principal and interest. Then, on January 18, 2006, the supplier’s credit agreement was modified (in particular, Articles 6, 8 and 13). The project execution period was reduced from 5 years to 3.5 years and additional changes were introduced related to the name of the lender; the credit conditions; loan repayment and amortization table; the duration, validity and termination of the credit; and the conditions of entry into force of the credit.   Then, on April 13, 2018, CMEC and the Republic of Congo signed another supplier’s credit agreement modification to reschedule the repayment terms. The parties agreed that the outstanding balance of the loan ($348,614,050) would be repaid according to the following repayment terms: 22-year maturity, a 0.2% interest rate, and 14 semi-annual installments between June 2021 and December 2027. As such, the rescheduling agreement effectively increased the grace period of the supplier’s credit by an additional 3 years (from June 2018 to June 2021). As of April 13, 2018, the borrower had already repaid $207,876,503.54. The loan's (principal) amount outstanding was $348,614,050 as of June 1, 2018.  Under the terms of the rescheduling agreement, the borrower was responsible for making a $25,249,617 repayment (24,901,003 in principal and $348,614 in interest) on June 1, 2021 and a $25,224,716 repayment  ($24,901,003 in principal and $323,713 in interest)on December 1, 2021. However, according to the Republic of Congo's Ministry of Finance, neither of these repayments were made. By the end of calendar year 2021, the Republic of Congo had approximately $50 million of principal and interest arrears to CMEC.  This project sought to build upon the CMEC-financed 120MW Imboulou Hydropower Plant Project (captured in Project ID#434). It involved connecting the Imboulou Hydropower Plant with several small power stations to construct a “major power channel” (or “energy boulevard”) between the cities of Pointe-Noire, Brazzaville and Ouesso. More specifically, it supported the construction of a load dispatching center (“redistribution center”); the construction and rehabilitation of 220kv transmission lines and very high voltage transformer plants between Brazzaville and Pointe-Noire (passing through Mindouli and Loudima); the construction of seven 220 KV and 110 KV high-voltage power stations in Djiri, Ngo, Gamboma, Oyo, Boundji, Owando and Djambala (including a 220kV Imboulou-Ngo segment, a 220kV Ngo-Brazzaville segment; a 220kV Ngo-Gamboma segment, a 220kV Oyo-Owando segment, and a 110kV Ngo-Djambala-Oyo-Boundji segment); the construction of underground 220kV transmission line in Tsiélampo; the construction of nine 30kV aerial lines measuring 242 km in length (including an Imboulou-Inoni-Mpoumako-Imvouba segment, an Inoni-Inoni2-Mbouambé-Léfini segment, an Imboulou-Mbé-Ngabé segment, and an Imboulou-Mpouya segment); the construction of four 20kV underground transmission lines of 20kV to evacuate power from the Imboulou Hydroelectric Power Plant to the capital city of Brazzaville; and the construction of nine additional 220 kV and 110 kV high voltage lines (measuring 841 km in length). In total, the project sought to create a 1,588 km national electricity transmission network.   CMEC was the contractor responsible for implementation. A project start order was issued on June 25, 2008. However, construction did not begin until May 28, 2009. The originally anticipated project completion date was December 31, 2011. But the project was ultimately completed on May 23, 2012.   Project ID#1049 captures the original 2005 supplier’s credit and Project ID#73614 captures the 2018 debt rescheduling agreement."
31028,614,"China Eximbank provides $96.3 million loan for 19.2MW Liouesso Hydroelectric Dam Construction Project (Linked to Project ID#60219)",2016,Congo,"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $96,363,372.65 loan in 2011 for the 19.2MW Liouesso Hydroelectric Dam Construction Project. The estimated borrowing terms of the loan are as follows: 19-year maturity, 4-year grace period, and a 0.25% interest rate. Its (principal) amount outstanding was $85,218,355 as of December 31, 2019.    The project involved the construction of a 19.2MW hydroelectric power plant — with three hydroelectric power generation units — on the Lengoué River in Mokéko district and the department of Sangha. The plant was designed with 3 sets of Francis vertical shaft suspension-type water-turbine generator units. It was meant to supply power to the neighboring towns of Ouesso and Mokéko and their surrounding localities via adjoining transmission lines.   China Gezhouba Group Company Limited was the contractor responsible for implementation. Construction commenced on May 18, 2012 and ended on June 28, 2016. The power plant was connected to the national grid in August 2016. The plant was officially inaugurated on May 29, 2017."
57889,NULL,"Chinese Government provides RMB 31.2 million grant for 74MW Moukoukoulou Hydroelectric Power Plant Rehabilitation Project",2007,Congo,"On March 5, 2000 and March 8, 2000, the Chinese Government and the Republic of Congo signed letters of exchange for the 74MW Moukoukoulou Hydroelectric Power Plant Rehabilitation Project. China’s Ministry of Commerce (MOFCOM) was the source of grant funding for this project and it reportedly committed RMB 31,265,400 in total. This project involved the rehabilitation of the 74 MW Moukoukoulou Hydroelectric Power Plant. More specifically, it involved the rehabilitation of four sets of hydroelectric power generating units, four main valves, 15 main transformer stations, nearly 500 km of high voltage power transmission lines, 56 circuit breakers and 250 pieces of auxiliary electromechanical equipment. Damage to the transmission network was preventing its power from reaching Brazzaville, which was relying on power from the Inga plants in the Democratic Republic of Congo. _x000D_ _x000D_ The 74MW Moukoukoulou Hydroelectric Power Plant is located on the Bouenza River. It was originally built by Chinese technicians and commissioned in 1979 to supply energy to Pointe-Noire. It is the main source of power to the south of the country. The energy produced by the power plant is injected into the transmission network, which includes the 110 kV transformer substations at Bouenza Il, Nkayi and Loudima, and the 35 kV transformer substations at Loutété, Madingou and Dolisie. _x000D_ _x000D_ On July 24, 2001, the Republic of Congo sent a team to China to review the project design documents. Then, on April 4, 2002, a delegation headed by the Secretary General of the Ministry of Foreign Affairs and Cooperation went to China to sign a construction contract. Weihai International Economic & Technical Cooperative Co., Ltd (WIETC) was the contractor responsible for project implementation. Construction began on October 10, 2003 and the project was completed on June 15, 2007."
289,1423,"China Eximbank provides $541.6 million buyer's credit loan for Phase 1 of 211MW Memve'ele Hydroelectric Power Plant Project (Linked to Project ID#57586)",2016,Cameroon,"On January 21, 2013, China Eximbank and the Cameroonian Ministry of Economy, Planning, and Regional Development signed a buyer's credit loan (BCL) agreement (Contract No. BLACAM 2011001) worth $541,566,018 for Phase 1 of the 211 MW Memve'ele Hydroelectric Power Plant Project. The borrowing terms of the BCL are as follows: a 15-year maturity, a 5-year grace period, an interest rate of 6-month LIBOR plus a 3.10% margin, a 1% default (penalty) interest rate, a 0.50% commitment fee, and a 0.50% management fee. The Ministry of Finance of the Republic of Cameroon agreed to provide the lender with a repayment guarantee (as defined in Article 1 of the BCL agreement). The borrower also purchased buyer's credit insurance from Sinosure. The borrower was expected to use the proceeds of the loan to finance 85% of the total cost ($637,136,492) of a commercial (EPC) contract between Cameroon’s Ministry of Water and Energy and Sinohydro Corporation, which was signed on April 12, 2012.   As of December 31, 2020, the loan (BCL) had achieved a 100% disbursement rate and the its outstanding amount was equivalent to CFA 203.4 billion.   The Memve'ele Hydroelectric Power Plant Project is a large-scale hydro-electric run-of-river dam and hydroelectric generator plant that involves a barrage that is 1,260 meters long and 14 meters high, with two overflow channels and a grand spillway to the generating plant. The dam site is around 26 square kilometers. The plant has four generators and turbines each. It is expected to inject 211 MW of electricity into Cameroon's energy supply network. The plant is located in Nyabizan on the Ntem River in the South region, 300 km from Yaounde. Sinohydro Corporation was the EPC contractor responsible for project implementation. On June 15, 2012, President Paul Biya presided over the ceremony to lay the foundation stone of the project. Construction was completed in August 2016.   Project ID#57586 captures a separate China Eximbank loan worth $141.8 million loan for Phase 2 of the 211 MW Memve'ele Hydroelectric Power Plant Project. The proceeds of this loan were used by the borrower for the construction of 294 pylons between Nyabizan and Ebolowa to evacuate 211MW of power from the Memve'ele dam to Yaounde, the installation of 225 KV transmission lines, and the construction and installation of three transformer substations with a capacity of 225/90 KV in the localities of Ebolowa, Nkoumou in the South Region and Ahala in the Centre Region. As of September 30, 2021, the construction of the Nyabizan-Yaoundé evacuation line had achieved a 92% completion rate. However, the completion of Phase 2 depends on payment of compensation to the people affected by the transmission line’s corridor. According to the Government of Cameroon, the revenue generated by the power plant and Nyabizan-Yaoundé transmission line since ‘powering up’ from April 2019 to October 2021 amounts to CFAF 45 billion. In addition, the partial completion of the 211MW Memve'ele Hydroelectric Power Plant Project has reportedly enabled the shutdown of the Ahala, Oyom-Abang, Mbalmayo and Ebolowa thermal power stations.  There are some indications that the China Eximbank loan for Phase 1 of the 211MW Memve'ele Hydroelectric Power Plant Project may have financially underperformed vis-a-vis the original expectations of the lender. In January 2019, Cameroon unilaterally withheld debt service payments to China Eximbank. The lender responded by withholding new loan disbursements. Then, in July 2019, China Eximbank and the Government of Cameroon signed a debt rescheduling agreement (as captured via Project ID#88213). Under the terms of the agreement, China Eximbank agreed to reschedule 18 loans previously contracted by the Government of Cameroon — with scheduled principal repayments between July 2019 and March 2022 — by allowing the borrower to defer scheduled principal repayments between July 2019 and March 2022 to later dates but without any maturity extensions. The total amount of restructured debt was equivalent CFA 148 billion ($253 million) — or 70% of the loan principal that was scheduled for repayment between July 2019 and March 2022. Under the terms of the agreement, the Government of Cameroon agreed to repay 30% of the loan principal according to the original July 2019-March 2022 schedule (i.e. without any payment deferrals). The lender and the borrower also agreed to cancel the committed but undisbursed loan balances worth approximately CFA 10 billion (for certain loans with disbursement deadlines that had already passed). Then, in January 2020, the International Monetary Fund (IMF) classified the Government Cameroon as facing a high risk of debt distress. Eighteen months later, during an address before Cameroon’s National Assembly on June 28, 2021, the Minister of Water and Energy (MINEE) Gaston Eloundou Esommba provided an update on the ICBC-financed Bini à Warak Hydroelectric Power Plant Project. He noted that the project had been 'on hold' since November 2019 because ICBC suspended the loan agreement, even though the Government of Cameroon had already mobilized XAF 22 billion of counterpart funding. He also explained that 'the reason for this suspension is that Cameroon did not settle some of its debts towards China on time, so, it is in a cross-default situation.’"
